BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
«SALVADOR SENENT». Senent, Salvador: Cincuentenario de la mecánica cuántica. Madrid: RACEFN, 1975.	Senent, Salvador	Cincuentenario de la mecánica cuántica	1975	Primera edición	No ficción	Escrito	Libro	Ciencias y tecnología	España				niveles energéticos, de acuerdo con la cuantización de sus energías, momentos angulares y componentes de estos momentos y de las propiedades de simetría de las correspondientes funciones propias. El desarrollo del problema lleva a la justificación y clasificación de los estados de rotación y sus degeneraciones, de los de vibración y la separación en modos determinados de vibración de la molécula, considerándoles en principio como independientes. Un tratado fundamental que analiza con todo detalle esta problemática, es la obra de Herzberg, de un valor incalculable. También se deduce la forma de escisión de los estados de spin y spin nuclear por la acción de campos externos y muchos más problemas, que
Castellanos, Rosario: El eterno femenino. México D.F.: Fondo de Cultura Económica, 1986.	Castellanos, Rosario	El eterno femenino	1975	Primera edición	Ficción	Escrito	Libro	Teatro	México	México y Centroamérica			Agente: Para colocarse en donde se genera la corriente eléctrica del secador. Aparte de emitir unas vibraciones que amortiguan la sensación no placentera del secado —el ruido, el calor, el aislamiento, etc.— cumple una función positiva. Yo diría: extremadamente positiva. Induce sueños.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Recuerdo que la puerta se agitaba, la madera crujía, la cerradura rechinaba, la habitación entera se descomponía en gritos, en ruidos, en vibraciones.
Salisachs, Mercedes: La gangrena. Barcelona: Planeta, 1976.	Salisachs, Mercedes	La gangrena	1975	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Planeta 1975	Tenía una mano cálida, todavía flexible, todavía llena de vibraciones.
Vitier, Cintio: Ese sol del mundo moral. Para una historia de la eticidad cubana. México: Siglo XXI, 1975.	Vitier, Cintio	Ese sol del mundo moral. Para una historia de la eticidad cubana	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Cuba	Antillas			Un cielo gris. Morados estandartescon escudos de oro; vibracionesde altas campanas; báquicas canciones;palmas verdes ondeando en todas partes,banderas tremolando en los baluartes;figuras femeninas en balcones;estampido cercano de cañones;gentes que lucran por diversas artes.Mas ¡ay! mientras la turba se diviertey se agita en ruidoso movimiento,como un mar de embravecidas olas,
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				). Del cerebro anterior surgieron los hemisferios cerebrales y el diencéfalo, del cerebro medio los pedúnculos cerebrales, y del posterior, el cerebelo y el tronco cerebral. El sentido del olfato se desarrolló  en íntima asociación con el cerebro anterior, así como la vista, y el del equilibrio y las vibraciones, con el posterior.
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				pero se trata de sensaciones impropias mucho más indiferenciadas que las que provocan las estimulaciones adecuadas a su receptor natural. El ojo es una parte del sistema nervioso especializada a lo largo de cientos de millones de años en recibir energía radiante, de la misma manera que el oído se ha configurado en una incesante interacción con vibraciones de naturaleza mecánica, y por ello cada sentido opera normalmente sólo en un campo de la realidad, y funciona a un bajísimo nivel de rendimiento, o no funciona fuera de ese campo.
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				correspondencia que supone el que proceden de la evolución de una misma materia. Todo da a entender que cada cualidad sensible refleja alguna propiedad de la materia; pero tal reflejo no consiste desde luego en una identidad: el color no es la energía radiante, aunque tampoco es ajeno a ella, ni el sonido consiste en las vibraciones que lo originan. Ambas cualidades sensibles representan de modo subjetivo aspectos objetivos de las cosas conocidas. Pero determinar hasta qué punto el en mí de la experiencia sensible se corresponde con el en sí objetivo de la materia constituye un problema que acaso los filósofos no kantianos sepan resolver. En cualquier caso, el tema epistemológico desborda las fronteras
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				, cambios cualitativos tan notorios como el paso de un color a otro o el de un sonido a un dolor. Si la longitud de onda que incide sobre la retina es de 400 nanómetros, se percibe un tono violeta; si la longitud es de 600 nanómetros, lo que vemos es un color naranja. Una vibración del aire de hasta 120 decibelios se oye; más allá de esa intensidad el sonido duele. La transformación de la cantidad en cualidad está a la orden del día en la problemática psicológica. Dentro, pues, de la arbitrariedad de esta clase de dicotomías, nos referiremos muy brevemente al tema de la
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				Pasando ahora al análisis de otros sentidos, recordemos que, originariamente, el oído estuvo constituido por una derivación de los estatocistos de los animales marinos, que permitía a éstos captar los movimientos rápidos del medio acuático. La aparición de los anfibios y animales terrestres alteró la situación, ya que la vibración del medio acuático se propagaba directamente hasta los receptores de la sácula, y esto era obviamente imposible fuera del agua. No se sabe bien si los peces han llegado a oír, pero los antecedentes de la coclea se encuentran en la lagena de los animales marinos; al abandonar el agua, los nuevos
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				la sácula, y esto era obviamente imposible fuera del agua. No se sabe bien si los peces han llegado a oír, pero los antecedentes de la coclea se encuentran en la lagena de los animales marinos; al abandonar el agua, los nuevos animales terrestres hubieron de arbitrar un nuevo procedimiento para que las vibraciones del medio exterior llegaran hasta los receptores correspondientes. En los animales marinos, las vibraciones del agua sacudían en efecto el cuerpo entero respecto de los otolitos, y el agua penetraba además directamente hasta los receptores mismos. En los anfibios y animales terrestres era obvio, sin embargo, que el aire no podía actuar  de la
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				si los peces han llegado a oír, pero los antecedentes de la coclea se encuentran en la lagena de los animales marinos; al abandonar el agua, los nuevos animales terrestres hubieron de arbitrar un nuevo procedimiento para que las vibraciones del medio exterior llegaran hasta los receptores correspondientes. En los animales marinos, las vibraciones del agua sacudían en efecto el cuerpo entero respecto de los otolitos, y el agua penetraba además directamente hasta los receptores mismos. En los anfibios y animales terrestres era obvio, sin embargo, que el aire no podía actuar  de la misma manera, y hubo necesidad de forjar un canal biológico apropiado para la admisión del
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				Los insectos, por ejemplo, tienen un oído que registra vibraciones relativamente lentas, de unos 300 ciclos por segundo, mientras que los murciélagos y las marsopas llegan a detectar sonidos de 80.000 y 120.000 c. p. s., respectivamente; ambos emplean, además, el oído como un ecolocalizador, esto es, como una especie de radar o sonar que les permite orientarse y
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				., respectivamente; ambos emplean, además, el oído como un ecolocalizador, esto es, como una especie de radar o sonar que les permite orientarse y buscar alimento. Por su parte, los insectos como los grillos y las termitas tienen los oídos situados en las patas, de tal forma que registran las vibraciones del suelo dentro de sus galerías. En suma, el desarrollo de la audición ha estado presidido también, como el de la vista, por una notable diversidad, que hace que nuestro mundo sonoro —que se mueve entre los 20 y los 18.000 c. p. s.— no coincida siempre con el
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				inscripción en el medio sobre la cual se montan todas las demás. De otra parte, asimismo se advierte que los receptores desempeñan una función informativa acerca del medio, que no se reduce a la especificada por la cualidad sensible que el propio sentido origina. El oído, por ejemplo, no se limita a transducir las vibraciones de aire en impulsos nerviosos que se oyen, sino que justamente en esta  audición se hace patente al organismo una información relativa a las causas externas productoras de esas vibraciones. En otras palabras, la función psicológica del receptor es mucho más polivalente de lo que da a entender la especificidad de la sensación específica que
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				no se reduce a la especificada por la cualidad sensible que el propio sentido origina. El oído, por ejemplo, no se limita a transducir las vibraciones de aire en impulsos nerviosos que se oyen, sino que justamente en esta  audición se hace patente al organismo una información relativa a las causas externas productoras de esas vibraciones. En otras palabras, la función psicológica del receptor es mucho más polivalente de lo que da a entender la especificidad de la sensación específica que produce, aparte de que esta misma especificidad se diluye en casos como el del tacto.
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				En sus estudios sobre los sentidos, Gibson (1966) ha hecho patente, por ejemplo, cómo el oído no se limita a transducir las vibraciones del aire en impulsos nerviosos auditivos; en la audición se manifiesta asimismo al organismo una información de otro tipo, tal como la velocidad o la distancia del objeto originador del sonido. En otras palabras, la función psicológica de los receptores es mucho más polivalente de lo que se suponía. En efecto
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				Por lo pronto, interesa señalar que potencialmente los estímulos están, desde luego, en la realidad física —de la que proceden y a la que representan— y no son creaciones de los sentidos. A su modo, los estímulos son prolongaciones energéticas de las cosas; son, en otras palabras, cosas-estímulo, y no puras vibraciones moleculares u ondas electromagnéticas que nada representan, aunque, por supuesto, sólo se actualizan como tales estímulos cuando inciden sobre un receptor preparado para transducirlo en impulsos nerviosos adecuados. Dicho de otro modo, la energía estimular sólo es potencialmente estimulante; para que de hecho estimule precisa del otro término de la relación, el
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				(1939) con peces dorados, a los que seudocondicionó del modo que diremos, aclara por lo demás las diferencias de procedimiento entre el seudocondicionamiento, el condicionamiento clásico normal y el llamado condicionamiento retroactivo (backward conditioning). Harlow dividió a sus peces en tres grupos; en el primero, un breve shock o vibración liminales eran inmediatamente seguidos por un shock intenso (condicionamiento normal o forward conditioning). En el segundo —condicionamiento  retroactivo— el EC, esto es, el shock o la vibración ligera seguía al shock intenso unos veinte o treinta segundos después de que éste había cesado; y finalmente, al tercer grupo se
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				el llamado condicionamiento retroactivo (backward conditioning). Harlow dividió a sus peces en tres grupos; en el primero, un breve shock o vibración liminales eran inmediatamente seguidos por un shock intenso (condicionamiento normal o forward conditioning). En el segundo —condicionamiento  retroactivo— el EC, esto es, el shock o la vibración ligera seguía al shock intenso unos veinte o treinta segundos después de que éste había cesado; y finalmente, al tercer grupo se le administraron sólo shocks intensos (seudocondicionamiento). Al cabo de unos 20 shocks intensos, los peces de este último grupo respondían a la vibración o al shock ligero,
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				es, el shock o la vibración ligera seguía al shock intenso unos veinte o treinta segundos después de que éste había cesado; y finalmente, al tercer grupo se le administraron sólo shocks intensos (seudocondicionamiento). Al cabo de unos 20 shocks intensos, los peces de este último grupo respondían a la vibración o al shock ligero, que previamente eran estímulos neutrales, con respuestas seudocondicionadas de lucha y huida, incluso algo más efectivamente que los peces del primer grupo, y desde luego mucho antes que los del grupo retroactivo, que requirieron una práctica mayor para ser condicionados. Curiosamente, la respuesta seudocondicionada se generalizó igual
Pinillos, José Luis: Principios de psicología. Madrid: Alianza, 1995.	Pinillos, José Luis	Principios de psicología	1975	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España				con respuestas seudocondicionadas de lucha y huida, incluso algo más efectivamente que los peces del primer grupo, y desde luego mucho antes que los del grupo retroactivo, que requirieron una práctica mayor para ser condicionados. Curiosamente, la respuesta seudocondicionada se generalizó igual que la condicionada a estímulos similares al shock y a la vibración liminales —por ejemplo a cualquier ruido ligero—. Estas experiencias de seudocondicionamiento han de tenerse muy presentes a la hora de discutir los casos de condicionamiento subcortical.
Urrutia, Jorge: Sistemas de comunicación. Barcelona: Planeta, 1975.	Urrutia, Jorge	Sistemas de comunicación	1975	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España				El sonido es un movimiento ondulatorio que se produce por las vibraciones de los cuerpos. Se propaga siempre en un medio material y la velocidad de propagación depende del medio. Así, en el aire lo hace a trescientos treinta y tres metros por segundo, en el agua a mil cuatrocientos cincuenta y cinco metros por segundo y, en los cuerpos sólidos, varía entre los cuatro mil y los seis mil metros por segundo.
Urrutia, Jorge: Sistemas de comunicación. Barcelona: Planeta, 1975.	Urrutia, Jorge	Sistemas de comunicación	1975	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España				a trescientos treinta y tres metros por segundo, en el agua a mil cuatrocientos cincuenta y cinco metros por segundo y, en los cuerpos sólidos, varía entre los cuatro mil y los seis mil metros por segundo. El oído humano no puede percibir todos los sonidos existentes. Los sonidos percibibles se sitúan en una franja cuya frecuencia vibratoria abarca desde los dieciséis periodos, vibraciones o hertzios por segundo, a los treinta mil hertzios por segundo, pero los audibles por una persona joven se restringen a un mínimo de veinte hertzios y un máximo de veinte mil, siendo la frecuencia de mejor sensibilidad la de tres mil hertzios por segundo. Entre los cuarenta y cincuenta años la restricción es aún mayor ya que el nivel
Urrutia, Jorge: Sistemas de comunicación. Barcelona: Planeta, 1975.	Urrutia, Jorge	Sistemas de comunicación	1975	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España				, los oídos de personas no jóvenes sufren una pérdida de audición. Tal pérdida, llamada presbiacusia, es más acusada en los hombres que en las mujeres. Las frecuencias menores del nivel umbral nunca pueden distinguirse, pero si el foco que las produce está próximo al oído, son sentidas, debido a las vibraciones del aire. Interrogatorios policiales han utilizado frecuencias de diez e incluso cinco hertzios que, aunque no distinguibles como sonido, producen en el individuo, al cabo de cierto tiempo, un especial estado de excitación.
Urrutia, Jorge: Sistemas de comunicación. Barcelona: Planeta, 1975.	Urrutia, Jorge	Sistemas de comunicación	1975	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	España				aparte del lenguaje natural humano, pero asociado a él, debemos considerar como sistemas sonoros aquellas agrupaciones de signos que nos permiten distinguir la edad de la persona que habla. Vibraciones, temblores, tonos, detenciones de la voz proporcionan indicios sobre la condición del hablante. También los sonidos que acompañan a la risa, o al llanto en todas sus gradaciones (risa sofocada, sollozo, etc...), al bostezo y demás manifestaciones humanas no lingüísticas. No podemos olvidar el silbo
Anónimo: Congelar en casa. Madrid: Espasa Calpe, 1976.	Anónimo	Congelar en casa	1976	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				1) Verifíquese que el aparato no toque otros muebles que puedan causar vibraciones y que se encuentre perfectamente nivelado.
Ossona, Paulina: La educación por la danza. Buenos Aires: Paidós, 1976.	Ossona, Paulina	La educación por la danza	1976	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	Argentina	Río de la Plata			De todos modos el cuerpo, en el caso de la música, cumple una función secundaria desde el punto de vista de la percepción. Para deleitarse con un concierto, lo que importa es captar las vibraciones que produce el sonido. Es una buena experiencia asistir a un concierto y observar cómo las mismas personas que se empeñaron en obtener localidades que les brindasen mejor visibilidad, llegado el momento de mayor clímax musical cierran los ojo para apreciar mejor la música.
Ossona, Paulina: La educación por la danza. Buenos Aires: Paidós, 1976.	Ossona, Paulina	La educación por la danza	1976	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	Argentina	Río de la Plata			Los aportes gitanos a la danza local son: el desenfado y la altanería del porte, la sugerencia de los movimientos femeninos dirigidos a atraer las miradas masculinas, las agitaciones de las manos en forma de rápido aleteo. También la vibración, a veces rítmica y pausada y otras veloz, de los hombros y manejos gráciles y discretos de faldas, chales o pañuelos.
Ossona, Paulina: La educación por la danza. Buenos Aires: Paidós, 1976.	Ossona, Paulina	La educación por la danza	1976	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	Argentina	Río de la Plata			Además, las expresiones derivadas de la forma: concentradas o irradiantes; agresivas; amparantes; envolventes por amparo o amenaza; que se alejan o sea fugitivas; disolventes o sea lo contrario de amparantes. Es útil también realizar ejercicios de abrir y cerrar los ojos alternativamente o bien en forma conjunta y traducir este temblor o vibración por medio del movimiento.
Panero, Leopoldo María: El lugar del hijo. Barcelona: Tusquets, 1985.	Panero, Leopoldo María	El lugar del hijo	1976	Primera edición	Ficción	Escrito	Libro	Relato	España				óptico, y pasé revista a su magnífica colección de microscopios: microscopio compuesto de Field, microscopios de Hingham y de Spencer, microscopio binocular de Natchet (basado en el principio de estereoscopía); finalmente mi elección recayó sobre el microscopio de gorrón de Spencer, que ofrecía el mayor número de perfeccionamientos y suprimía casi cualquier vibración.  Compré también casi todos los accesorios posibles e imaginables: oculares, micrómetros, una cámara clara, platinas móviles, lentes acromáticas, reflectores, prismas, espejos parabólicos, polarizadores, pinzas, acuariums, pipetas, y una muchedumbre de otros artículos que hubieran sido útiles en las manos de un microscopista experimentado pero que,
«Primeras jornadas culturales de Moratalaz». El País. Madrid: Diario El País, S.A., 1976-11-10.		El País	1976	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Mayúsculas no acentuadas en el original	los actos consistió en una obra de teatro, representada por el grupo El espolón del gallo, que interpretó «De la buena crianza del gusano» y un festival de música en el que intervinieron: Elisa Serna, José Minaya, Juvneo y Jaaisar, Laura Díaz, Patty y Maricarmen con Malasaña, Teresa Cano y Resines y Vibraciones.
Chacel, Rosa: Barrio de Maravillas. Barcelona: Seix Barral, 1991.	Chacel, Rosa	Barrio de Maravillas	1976	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio de la crítica, 1977. Premio Nacional de las Letras, 1987.	El timbre sonó de un modo particular. Sonaba de un modo particular todas las tardes, pero aquel día se hizo notar más su particularidad. El timbre delataba el titubeo, la duda de quien lo oprimía temiendo que no respondiese la persona llamada, y aquella vez no respondió. Sonó como siempre; primero una vibración apenas audible y luego ya un breve timbrazo sin remedio: ya está, ya sonó, ahora a esperar. No abrió la puerta Elena. Antes de abrirse la puerta fueron acercándose pasos que no eran los de ella, pero ya no era posible retroceder: se abrió la puerta.
Revilla, Benedicto: Guatemala: El terremoto de los pobres. Madrid: Sedmay, 1976.	Revilla, Benedicto	Guatemala: El terremoto de los pobres	1976	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Guatemala	México y Centroamérica		Aunque el autor es español de nacimiento, vive en Guatemala hace muchos años, tiene doble nacionalidad y él mismo se declara maya por elección	No fue temblor, vibración o estremecimiento. No tintinearon las campanillas ni la copa de cristal. Fue ruido sordo y ensordecedor, encabritamiento del suelo, locura, trompicón formidable que nos lanzaba arriba y abajo, que nos arroja desde cualquier punto, apenas sin tocarlo, como a los manteados. Nos tiraron de la cama, caímos de bruces
Revilla, Benedicto: Guatemala: El terremoto de los pobres. Madrid: Sedmay, 1976.	Revilla, Benedicto	Guatemala: El terremoto de los pobres	1976	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Guatemala	México y Centroamérica		Aunque el autor es español de nacimiento, vive en Guatemala hace muchos años, tiene doble nacionalidad y él mismo se declara maya por elección	la técnica de predicción de terremotos, junto con las señales en el cielo, grietas en la tierra. Ocultismo. Oficio de temblores. Fábula del miedo., aumento del agua de los pozos, humedad excesiva del suelo, etc.— juega importante papel el comportamiento peculiar de muchos animales, capaces de percibir vibraciones ignoradas por los hombres.
